gene	chr	s1	s2
Vitvi16g01788	chr16	13509993	13514143
Vitvi16g00712	chr16	13514144	13517032
Vitvi16g00713	chr16	13560551	13565158
Vitvi16g00714	chr16	13581401	13581817
Vitvi16g00715	chr16	13588005	13593521
Vitvi16g00716	chr16	13598310	13600451
Vitvi16g00717	chr16	13617542	13620088
Vitvi16g00718	chr16	13623108	13623257
Vitvi16g00719	chr16	13644958	13647168
Vitvi16g00720	chr16	13655862	13662338
Vitvi16g01789	chr16	13665879	13666470
Vitvi16g00722	chr16	13676438	13676713
Vitvi16g00723	chr16	13687837	13694626
Vitvi16g00724	chr16	13694725	13698221
Vitvi16g01790	chr16	13704688	13705642
Vitvi16g01791	chr16	13716542	13742000
Vitvi16g00725	chr16	13773251	13773496
Vitvi16g00726	chr16	13779632	13780847
Vitvi16g00727	chr16	13780893	13782788
Vitvi16g00728	chr16	13806689	13807042
Vitvi16g01792	chr16	13809642	13810343
Vitvi16g00729	chr16	13810718	13814088
Vitvi16g01793	chr16	13817936	13830848
Vitvi16g00730	chr16	13831156	13831297
Vitvi16g00731	chr16	13834571	13835509
Vitvi16g00732	chr16	13854249	13855168
Vitvi16g01794	chr16	13859066	13867747
Vitvi16g00733	chr16	13870275	13871078
Vitvi16g01795	chr16	13891326	13892295
Vitvi16g00734	chr16	13918126	13918529
Vitvi16g00735	chr16	13925134	13928293
Vitvi16g00737	chr16	13949173	13949340
Vitvi16g00738	chr16	13952038	13952439
Vitvi16g00739	chr16	13958285	13958821
Vitvi16g00740	chr16	13968156	13968467
Vitvi16g00741	chr16	13983997	13984806
Vitvi16g01796	chr16	13994284	13997294
Vitvi16g01797	chr16	13997427	14001454
Vitvi16g01798	chr16	14001550	14005906
Vitvi16g00742	chr16	14008620	14008784
Vitvi16g00743	chr16	14014296	14014469
Vitvi16g00744	chr16	14020013	14021015
Vitvi16g01799	chr16	14025273	14027095
Vitvi16g01800	chr16	14028716	14029381
Vitvi16g00745	chr16	14043847	14045868
Vitvi16g00746	chr16	14047718	14060108
Vitvi16g00747	chr16	14066402	14067691
Vitvi16g00748	chr16	14094515	14094760
Vitvi16g00749	chr16	14102926	14104246
Vitvi16g00750	chr16	14114761	14116548
Vitvi16g00752	chr16	14147809	14149640
Vitvi16g00753	chr16	14158599	14160569
Vitvi16g00754	chr16	14174596	14177884
Vitvi16g00755	chr16	14188134	14200168
Vitvi16g00756	chr16	14206963	14209130
Vitvi16g01450	chr16	14220823	14221023
Vitvi16g00757	chr16	14229326	14229815
Vitvi16g01801	chr16	14229816	14231180
Vitvi16g01451	chr16	14236757	14238032
Vitvi16g00758	chr16	14243897	14251699
Vitvi16g00759	chr16	14266839	14267783
Vitvi16g00760	chr16	14269602	14270060
Vitvi16g00761	chr16	14274118	14275623
Vitvi16g00762	chr16	14288985	14290858
Vitvi16g00763	chr16	14329068	14329235
Vitvi16g00764	chr16	14337971	14338788
Vitvi16g00765	chr16	14352981	14355406
Vitvi16g00766	chr16	14363040	14364028
Vitvi16g00767	chr16	14366474	14366656
Vitvi16g00768	chr16	14372491	14376065
Vitvi16g01802	chr16	14377873	14396959
Vitvi16g01803	chr16	14397803	14399181
Vitvi16g00769	chr16	14403066	14413054
Vitvi16g00770	chr16	14457524	14460481
Vitvi16g01804	chr16	14470887	14471577
Vitvi16g01805	chr16	14471578	14472628
Vitvi16g00771	chr16	14497322	14498595
Vitvi16g00772	chr16	14556415	14558287
Vitvi16g00773	chr16	14569962	14575102
Vitvi16g00774	chr16	14584714	14584905
Vitvi16g00775	chr16	14618169	14620003
Vitvi16g00776	chr16	14648102	14648299
Vitvi16g00777	chr16	14651910	14652282
Vitvi16g00778	chr16	14669391	14676317
Vitvi16g00779	chr16	14679983	14700893
Vitvi16g00782	chr16	14701389	14723762
Vitvi16g00783	chr16	14727207	14755551
Vitvi16g01806	chr16	14756856	14758238
Vitvi16g00784	chr16	14759440	14760595
Vitvi16g01807	chr16	14763964	14765180
Vitvi16g01808	chr16	14767477	14771129
Vitvi16g00785	chr16	14782765	14782951
Vitvi16g01809	chr16	14787790	14790036
Vitvi16g01810	chr16	14791125	14801192
Vitvi16g00786	chr16	14813305	14813514
Vitvi16g00787	chr16	14814211	14816978
Vitvi16g00788	chr16	14821477	14838718
Vitvi16g01811	chr16	14853500	14855350
Vitvi16g01812	chr16	14864130	14864695
Vitvi16g01813	chr16	14864696	14869194
Vitvi16g01814	chr16	14871167	14880928
Vitvi16g01815	chr16	14886712	14887520
Vitvi16g01816	chr16	14889294	14890218
Vitvi16g00789	chr16	14890658	14893448
Vitvi16g00790	chr16	14896129	14901069
Vitvi16g00791	chr16	14906011	14909398
Vitvi16g00792	chr16	14911345	14915879
Vitvi16g00793	chr16	14922628	14923929
Vitvi16g00794	chr16	14940103	14940255
Vitvi16g00795	chr16	14943525	14943689
Vitvi16g00796	chr16	14962008	14966022
Vitvi16g00797	chr16	14979177	14980434
Vitvi16g00798	chr16	14983033	14986048
Vitvi16g00799	chr16	14987643	14987804
Vitvi16g01817	chr16	15008412	15027993
Vitvi16g00800	chr16	15030595	15031594
Vitvi16g01818	chr16	15042831	15045000
Vitvi16g01819	chr16	15060339	15093178
Vitvi16g00801	chr16	15117078	15117831
Vitvi16g00802	chr16	15127240	15127466
Vitvi16g01820	chr16	15129839	15132139
Vitvi16g00803	chr16	15152933	15157854
Vitvi16g00804	chr16	15160334	15162159
Vitvi16g00805	chr16	15170720	15170968
Vitvi16g00806	chr16	15171729	15173776
Vitvi16g00807	chr16	15178227	15181841
Vitvi16g01821	chr16	15216222	15218944
Vitvi16g00808	chr16	15219297	15223055
Vitvi16g00809	chr16	15226817	15227624
Vitvi16g01822	chr16	15233256	15235708
Vitvi16g00810	chr16	15236936	15239841
Vitvi16g00811	chr16	15243820	15246842
Vitvi16g00814	chr16	15252302	15254570
Vitvi16g00815	chr16	15254626	15269092
Vitvi16g00816	chr16	15283774	15285675
Vitvi16g00817	chr16	15290090	15296435
Vitvi16g00818	chr16	15312956	15313822
Vitvi16g00819	chr16	15320690	15321150
Vitvi16g00820	chr16	15321382	15327630
Vitvi16g00821	chr16	15328128	15330621
Vitvi16g00824	chr16	15331961	15333786
Vitvi16g00825	chr16	15347338	15347814
Vitvi16g00826	chr16	15358533	15364912
Vitvi16g00828	chr16	15433794	15435679
Vitvi16g00829	chr16	15444630	15444779
Vitvi16g00830	chr16	15447333	15466362
Vitvi16g00831	chr16	15467134	15473517
Vitvi16g00832	chr16	15494555	15497566
Vitvi16g00833	chr16	15503664	15504109
Vitvi16g00834	chr16	15512314	15514545
Vitvi16g01823	chr16	15516423	15517143
Vitvi16g00835	chr16	15518950	15527424
Vitvi16g00836	chr16	15528301	15534015
Vitvi16g00837	chr16	15540956	15546419
Vitvi16g00838	chr16	15565304	15572404
Vitvi16g00839	chr16	15583228	15586015
Vitvi16g01824	chr16	15594331	15596264
Vitvi16g00841	chr16	15611019	15730450
Vitvi16g00843	chr16	15736313	15738270
Vitvi16g01825	chr16	15741012	15741260
Vitvi16g00844	chr16	15742832	15752020
Vitvi16g00845	chr16	15756966	15757289
Vitvi16g00846	chr16	15757973	15758661
Vitvi16g00847	chr16	15760346	15764319
Vitvi16g00848	chr16	15772937	15773873
Vitvi16g00849	chr16	15780520	15782237
Vitvi16g00850	chr16	15786271	15790814
Vitvi16g00851	chr16	15810018	15810549
Vitvi16g00852	chr16	15812211	15813647
Vitvi16g00853	chr16	15813947	15818102
Vitvi16g00854	chr16	15835641	15835968
Vitvi16g00855	chr16	15844220	15853826
Vitvi16g00856	chr16	15855594	15861902
Vitvi16g00857	chr16	15888490	15895733
Vitvi16g00858	chr16	15908372	15908601
Vitvi16g00859	chr16	15931002	15932161
Vitvi16g00860	chr16	15955573	15988520
Vitvi16g00861	chr16	15988854	15989968
Vitvi16g00862	chr16	16032258	16032437
Vitvi16g00863	chr16	16032449	16033308
Vitvi16g00864	chr16	16041339	16043240
Vitvi16g00865	chr16	16050128	16050307
Vitvi16g00866	chr16	16055643	16056603
Vitvi16g00867	chr16	16060083	16061381
Vitvi16g00868	chr16	16066359	16066690
Vitvi16g00869	chr16	16067469	16075167
Vitvi16g00870	chr16	16078156	16082489
Vitvi16g00871	chr16	16083166	16084542
Vitvi16g00872	chr16	16084476	16090998
Vitvi16g00874	chr16	16103565	16105639
Vitvi16g00875	chr16	16130680	16133012
Vitvi16g00876	chr16	16140301	16143509
Vitvi16g00877	chr16	16182278	16183814
Vitvi16g00878	chr16	16203476	16206235
Vitvi16g00879	chr16	16215635	16220824
Vitvi16g01826	chr16	16230501	16231445
Vitvi16g00880	chr16	16240572	16248680
Vitvi16g00882	chr16	16255826	16257225
Vitvi16g00883	chr16	16266357	16267645
Vitvi16g00884	chr16	16278302	16278463
Vitvi16g00885	chr16	16287744	16288987
Vitvi16g00886	chr16	16300995	16302745
Vitvi16g00887	chr16	16334395	16337736
Vitvi16g00889	chr16	16350758	16351744
Vitvi16g00890	chr16	16372488	16373919
Vitvi16g00891	chr16	16388979	16407441
Vitvi16g00893	chr16	16408442	16409070
Vitvi16g00894	chr16	16451196	16466066
Vitvi16g00895	chr16	16470069	16475627
Vitvi16g00896	chr16	16481801	16491039
Vitvi16g00897	chr16	16500433	16502878
Vitvi16g00898	chr16	16506874	16543807
Vitvi16g01827	chr16	16558076	16566629
Vitvi16g00899	chr16	16568275	16574065
Vitvi16g00900	chr16	16590703	16591638
Vitvi16g01828	chr16	16594226	16608962
Vitvi16g00901	chr16	16658913	16659634
Vitvi16g01829	chr16	16664584	16667597
Vitvi16g01830	chr16	16672660	16679195
Vitvi16g01831	chr16	16707603	16711103
Vitvi16g01832	chr16	16715176	16716503
Vitvi16g01833	chr16	16721578	16723006
Vitvi16g00902	chr16	16725022	16732924
Vitvi16g01834	chr16	16753448	16753788
Vitvi16g00905	chr16	16758120	16758664
Vitvi16g00906	chr16	16776235	16779539
Vitvi16g00907	chr16	16779609	16779779
Vitvi16g01835	chr16	16783470	16784544
Vitvi16g01836	chr16	16784545	16787333
Vitvi16g01837	chr16	16787851	16788601
Vitvi16g00908	chr16	16792620	16803180
Vitvi16g01838	chr16	16818864	16822044
Vitvi16g01839	chr16	16831329	16832283
Vitvi16g00909	chr16	16833830	16834642
Vitvi16g01840	chr16	16834663	16834887
Vitvi16g00910	chr16	16840975	16842344
Vitvi16g01841	chr16	16848012	16849776
Vitvi16g00911	chr16	16854542	16855589
Vitvi16g01842	chr16	16867556	16870919
Vitvi16g01843	chr16	16882780	16883663
Vitvi16g00912	chr16	16884780	16886589
Vitvi16g00913	chr16	16889920	16891038
Vitvi16g01844	chr16	16896142	16897455
Vitvi16g00914	chr16	16906707	16908331
Vitvi16g01845	chr16	16915641	16917764
Vitvi16g01846	chr16	16925686	16926195
Vitvi16g00915	chr16	16927259	16929634
Vitvi16g01847	chr16	16933666	16934508
Vitvi16g01848	chr16	16951370	16951710
Vitvi16g00916	chr16	16955324	16956481
Vitvi16g00917	chr16	16956593	16957107
Vitvi16g00918	chr16	16974820	16975365
Vitvi16g01849	chr16	16977103	16977433
Vitvi16g00919	chr16	16987602	16993787
Vitvi16g01850	chr16	17000645	17002770
Vitvi16g01851	chr16	17007029	17009469
Vitvi16g01852	chr16	17071137	17071697
Vitvi16g00920	chr16	17104195	17107923
Vitvi16g00921	chr16	17115669	17121681
Vitvi16g00922	chr16	17122769	17124779
Vitvi16g01853	chr16	17124780	17125575
Vitvi16g00925	chr16	17132026	17132339
Vitvi16g01854	chr16	17132553	17134891
Vitvi16g01855	chr16	17134892	17139634
Vitvi16g01856	chr16	17139635	17141094
Vitvi16g00926	chr16	17150314	17151081
Vitvi16g00927	chr16	17152954	17153154
Vitvi16g00928	chr16	17159402	17162331
Vitvi16g01857	chr16	17162413	17179872
Vitvi16g01858	chr16	17175186	17179798
Vitvi16g00929	chr16	17186374	17190031
Vitvi16g00930	chr16	17191078	17191497
Vitvi16g00931	chr16	17196631	17198877
Vitvi16g01859	chr16	17217168	17218586
Vitvi16g00932	chr16	17222733	17223356
Vitvi16g00933	chr16	17225755	17233951
Vitvi16g00934	chr16	17237339	17238341
Vitvi16g00935	chr16	17239819	17243838
Vitvi16g00936	chr16	17248011	17261216
Vitvi16g00937	chr16	17265260	17272008
Vitvi16g00938	chr16	17274084	17324348
Vitvi16g00941	chr16	17325124	17325780
Vitvi16g01860	chr16	17330110	17343918
Vitvi16g00942	chr16	17348815	17349893
Vitvi16g00943	chr16	17350062	17350486
Vitvi16g00944	chr16	17359769	17366257
Vitvi16g00946	chr16	17368383	17373765
Vitvi16g00947	chr16	17380424	17385531
Vitvi16g00948	chr16	17394333	17399723
Vitvi16g01446	chr16	17405415	17406086
Vitvi16g00949	chr16	17413804	17419307
Vitvi16g00951	chr16	17430838	17432693
Vitvi16g00952	chr16	17458150	17460430
Vitvi16g00953	chr16	17468113	17470475
Vitvi16g00955	chr16	17471449	17483129
Vitvi16g00956	chr16	17496372	17503196
Vitvi16g01861	chr16	17503644	17507391
Vitvi16g00957	chr16	17516888	17519293
Vitvi16g00958	chr16	17521599	17522206
Vitvi16g00959	chr16	17528952	17533777
Vitvi16g00960	chr16	17538478	17538945
Vitvi16g00961	chr16	17539829	17541415
Vitvi16g01862	chr16	17541757	17542533
Vitvi16g01863	chr16	17550032	17551714
Vitvi16g00962	chr16	17555501	17557181
Vitvi16g00963	chr16	17572993	17573181
Vitvi16g00964	chr16	17573487	17576742
Vitvi16g01864	chr16	17577682	17578318
Vitvi16g01865	chr16	17591809	17592747
Vitvi16g01866	chr16	17593581	17595997
Vitvi16g00965	chr16	17598445	17599001
Vitvi16g00966	chr16	17599426	17601911
Vitvi16g00967	chr16	17606946	17610511
Vitvi16g00968	chr16	17611170	17611660
Vitvi16g00969	chr16	17622890	17623454
Vitvi16g00970	chr16	17623848	17628103
Vitvi16g00971	chr16	17632394	17633727
Vitvi16g00972	chr16	17634036	17637364
Vitvi16g00973	chr16	17642017	17646532
Vitvi16g00974	chr16	17652399	17660376
Vitvi16g00975	chr16	17661869	17663242
Vitvi16g00976	chr16	17674400	17682856
Vitvi16g00977	chr16	17683932	17684996
Vitvi16g00979	chr16	17696565	17700794
Vitvi16g00982	chr16	17707902	17710097
Vitvi16g00984	chr16	17719721	17721391
Vitvi16g00985	chr16	17736465	17738366
Vitvi16g01485	chr16	17749889	17751753
Vitvi16g01456	chr16	17763444	17764979
Vitvi16g00987	chr16	17774003	17775871
Vitvi16g01486	chr16	17779675	17781609
Vitvi16g01457	chr16	17787445	17789377
Vitvi16g01452	chr16	17795757	17795989
Vitvi16g00988	chr16	17797654	17799036
Vitvi16g01458	chr16	17800270	17806459
Vitvi16g00989	chr16	17825378	17826029
Vitvi16g01453	chr16	17834731	17835336
Vitvi16g00990	chr16	17839763	17844121
Vitvi16g00991	chr16	17846607	17848432
Vitvi16g01459	chr16	17854026	17855468
Vitvi16g01460	chr16	17857308	17859007
Vitvi16g01461	chr16	17860847	17862396
Vitvi16g01867	chr16	17863773	17876906
Vitvi16g01462	chr16	17877733	17879418
Vitvi16g01463	chr16	17896781	17898584
Vitvi16g01464	chr16	17909093	17911031
Vitvi16g00992	chr16	17911680	17911829
Vitvi16g01465	chr16	17916025	17917483
Vitvi16g01466	chr16	17919268	17920789
Vitvi16g01467	chr16	17922707	17924268
Vitvi16g00993	chr16	17941758	17952671
Vitvi16g01868	chr16	17953249	17955028
Vitvi16g01468	chr16	17977686	17979610
Vitvi16g01469	chr16	17987961	17989669
Vitvi16g01470	chr16	18002264	18004192
Vitvi16g01471	chr16	18014451	18016225
Vitvi16g01472	chr16	18018676	18020429
Vitvi16g00995	chr16	18022098	18023755
Vitvi16g01473	chr16	18031892	18032915
Vitvi16g01454	chr16	18034359	18034811
Vitvi16g01474	chr16	18036976	18038909
Vitvi16g01869	chr16	18054745	18060234
Vitvi16g01475	chr16	18066619	18068483
Vitvi16g00996	chr16	18077817	18077969
Vitvi16g00997	chr16	18098330	18100036
Vitvi16g01476	chr16	18117921	18119755
Vitvi16g01477	chr16	18126454	18128309
Vitvi16g01455	chr16	18129941	18131495
Vitvi16g01478	chr16	18133838	18135681
Vitvi16g01479	chr16	18138280	18140142
Vitvi16g01480	chr16	18154942	18156793
Vitvi16g00998	chr16	18158423	18159376
Vitvi16g00999	chr16	18183158	18183617
Vitvi16g01481	chr16	18184634	18186571
Vitvi16g01482	chr16	18193453	18195313
Vitvi16g01483	chr16	18208991	18210872
Vitvi16g01484	chr16	18221057	18222848
Vitvi16g01000	chr16	18228855	18229466
Vitvi16g01870	chr16	18231907	18236141
Vitvi16g01871	chr16	18238854	18242974
Vitvi16g01001	chr16	18243463	18248081
Vitvi16g01872	chr16	18248530	18266329
Vitvi16g01002	chr16	18277624	18277985
Vitvi16g01003	chr16	18294338	18299560
Vitvi16g01004	chr16	18301615	18304586
Vitvi16g01005	chr16	18315596	18316021
Vitvi16g01006	chr16	18318529	18320694
Vitvi16g01007	chr16	18321773	18329796
Vitvi16g01008	chr16	18329809	18334441
Vitvi16g01009	chr16	18336683	18345725
Vitvi16g01010	chr16	18359257	18363125
Vitvi16g01011	chr16	18378204	18379626
Vitvi16g01873	chr16	18383989	18385598
Vitvi16g01012	chr16	18393210	18406156
Vitvi16g01014	chr16	18406820	18408858
Vitvi16g01015	chr16	18418143	18419823
Vitvi16g01016	chr16	18420428	18421613
Vitvi16g01017	chr16	18429809	18431815
Vitvi16g01018	chr16	18432310	18436834
Vitvi16g01019	chr16	18447264	18450229
Vitvi16g01020	chr16	18450350	18450931
Vitvi16g01874	chr16	18455956	18460573
Vitvi16g01021	chr16	18461168	18468304
Vitvi16g01022	chr16	18472318	18475050
Vitvi16g01875	chr16	18482426	18486711
Vitvi16g01876	chr16	18487723	18488766
Vitvi16g01023	chr16	18494104	18496553
Vitvi16g01024	chr16	18503455	18506368
Vitvi16g01877	chr16	18508486	18511837
Vitvi16g01878	chr16	18520185	18523720
Vitvi16g01879	chr16	18524641	18528487
Vitvi16g01880	chr16	18528397	18531820
Vitvi16g01025	chr16	18534491	18536742
Vitvi16g01881	chr16	18539192	18540173
Vitvi16g01026	chr16	18545449	18546808
Vitvi16g01027	chr16	18547684	18552379
Vitvi16g01882	chr16	18557069	18558815
Vitvi16g01028	chr16	18560608	18560769
Vitvi16g01883	chr16	18560838	18564678
Vitvi16g01884	chr16	18564685	18566568
Vitvi16g01885	chr16	18587196	18588997
Vitvi16g01029	chr16	18594172	18595104
Vitvi16g01886	chr16	18616301	18619021
Vitvi16g01030	chr16	18622190	18622339
Vitvi16g01031	chr16	18625196	18625489
Vitvi16g01032	chr16	18638214	18638480
Vitvi16g01887	chr16	18650351	18655875
Vitvi16g01888	chr16	18655877	18656756
Vitvi16g01889	chr16	18657147	18659137
Vitvi16g01890	chr16	18663592	18663858
Vitvi16g01891	chr16	18668480	18668818
Vitvi16g01033	chr16	18676266	18676415
Vitvi16g01034	chr16	18679321	18680092
Vitvi16g01892	chr16	18681508	18684141
Vitvi16g01893	chr16	18696751	18697041
Vitvi16g01894	chr16	18697642	18707887
Vitvi16g01035	chr16	18717422	18719716
Vitvi16g01036	chr16	18720229	18724192
Vitvi16g01037	chr16	18729539	18730732
Vitvi16g01038	chr16	18730733	18739234
Vitvi16g01039	chr16	18749779	18750930
Vitvi16g01040	chr16	18756435	18758312
Vitvi16g01041	chr16	18774851	18789154
Vitvi16g01042	chr16	18789181	18791890
Vitvi16g01043	chr16	18794831	18795250
Vitvi16g01044	chr16	18802386	18803900
Vitvi16g01045	chr16	18815781	18817854
Vitvi16g01895	chr16	18819764	18822940
Vitvi16g01896	chr16	18826584	18830951
Vitvi16g01046	chr16	18863297	18866668
Vitvi16g01897	chr16	18868363	18908265
Vitvi16g01047	chr16	18913729	18918839
Vitvi16g01048	chr16	18923547	18927271
Vitvi16g01898	chr16	18933970	18936687
Vitvi16g01899	chr16	18949259	18951988
Vitvi16g01900	chr16	18957965	18960486
Vitvi16g01049	chr16	18964908	18968625
Vitvi16g01901	chr16	18974399	19004265
Vitvi16g01902	chr16	19010423	19014631
Vitvi16g01050	chr16	19023764	19033233
Vitvi16g01051	chr16	19045463	19051313
Vitvi16g01052	chr16	19057542	19077096
Vitvi16g01053	chr16	19077721	19087159
Vitvi16g01054	chr16	19088137	19090179
Vitvi16g01055	chr16	19093931	19098043
Vitvi16g01056	chr16	19098907	19102548
Vitvi16g01058	chr16	19103956	19105561
Vitvi16g01059	chr16	19107430	19109813
Vitvi16g01060	chr16	19112285	19113652
Vitvi16g01903	chr16	19115187	19125112
Vitvi16g01061	chr16	19126334	19127704
Vitvi16g01062	chr16	19133025	19133615
Vitvi16g01063	chr16	19135951	19141118
Vitvi16g01065	chr16	19141522	19144389
Vitvi16g01066	chr16	19147490	19157452
Vitvi16g01067	chr16	19160900	19168317
Vitvi16g01904	chr16	19168935	19170025
Vitvi16g01068	chr16	19171320	19176881
Vitvi16g01069	chr16	19182436	19182588
Vitvi16g01905	chr16	19185536	19187547
Vitvi16g01906	chr16	19187548	19189868
Vitvi16g01907	chr16	19193351	19199684
Vitvi16g01908	chr16	19201003	19210304
Vitvi16g01070	chr16	19211845	19218986
Vitvi16g01071	chr16	19219226	19224611
Vitvi16g01073	chr16	19234467	19238567
Vitvi16g01074	chr16	19241602	19246892
Vitvi16g01909	chr16	19250760	19256588
Vitvi16g01075	chr16	19256589	19258787
Vitvi16g01076	chr16	19265517	19277979
Vitvi16g01077	chr16	19281800	19282801
Vitvi16g01078	chr16	19286799	19290034
Vitvi16g01079	chr16	19296106	19299977
Vitvi16g01910	chr16	19302168	19302935
Vitvi16g01080	chr16	19306573	19307691
Vitvi16g01081	chr16	19308059	19311929
Vitvi16g01082	chr16	19315740	19319244
Vitvi16g01083	chr16	19322952	19327833
Vitvi16g01084	chr16	19327845	19328773
Vitvi16g01911	chr16	19330026	19333046
Vitvi16g01912	chr16	19335808	19337042
Vitvi16g01913	chr16	19338528	19341640
Vitvi16g01914	chr16	19343906	19347764
Vitvi16g01915	chr16	19347887	19351096
Vitvi16g01085	chr16	19354960	19366141
Vitvi16g01086	chr16	19383904	19385748
Vitvi16g01087	chr16	19392657	19408988
Vitvi16g01089	chr16	19414180	19420934
Vitvi16g01090	chr16	19422185	19426315
Vitvi16g01091	chr16	19431118	19441223
Vitvi16g01093	chr16	19441972	19447397
Vitvi16g01916	chr16	19448082	19451465
Vitvi16g01094	chr16	19457690	19460685
Vitvi16g01917	chr16	19469241	19469531
Vitvi16g01918	chr16	19477579	19478252
Vitvi16g01095	chr16	19490636	19496053
Vitvi16g01096	chr16	19496568	19500665
Vitvi16g01097	chr16	19508059	19509541
Vitvi16g01098	chr16	19511906	19521756
Vitvi16g01099	chr16	19528003	19529860
Vitvi16g01919	chr16	19531231	19532948
Vitvi16g01920	chr16	19537425	19540298
Vitvi16g01921	chr16	19541789	19546149
Vitvi16g01922	chr16	19547320	19550407
Vitvi16g01100	chr16	19550740	19552663
Vitvi16g01101	chr16	19552830	19555072
Vitvi16g01102	chr16	19556206	19563689
Vitvi16g01103	chr16	19565025	19568158
Vitvi16g01104	chr16	19569850	19572841
Vitvi16g01105	chr16	19575273	19582940
Vitvi16g01106	chr16	19584771	19592782
Vitvi16g01108	chr16	19593911	19595847
Vitvi16g01923	chr16	19595743	19597151
Vitvi16g01109	chr16	19611561	19611737
Vitvi16g01110	chr16	19611826	19612017
Vitvi16g01924	chr16	19616281	19618663
Vitvi16g01925	chr16	19619257	19620347
Vitvi16g01111	chr16	19620348	19630786
Vitvi16g01926	chr16	19635598	19637015
Vitvi16g01927	chr16	19643419	19644908
Vitvi16g01112	chr16	19649591	19650596
Vitvi16g01113	chr16	19661076	19663906
Vitvi16g01114	chr16	19674282	19674799
Vitvi16g01928	chr16	19676605	19677755
Vitvi16g01115	chr16	19688729	19688878
Vitvi16g01929	chr16	19688980	19690164
Vitvi16g01930	chr16	19708926	19709840
Vitvi16g01116	chr16	19717537	19718767
Vitvi16g01117	chr16	19719931	19720900
Vitvi16g01118	chr16	19725003	19727854
Vitvi16g01119	chr16	19732896	19736194
Vitvi16g01121	chr16	19744235	19746871
Vitvi16g01122	chr16	19758207	19759621
Vitvi16g01123	chr16	19766059	19767211
Vitvi16g01931	chr16	19769672	19770253
Vitvi16g01932	chr16	19780633	19781358
Vitvi16g01933	chr16	19786389	19787905
Vitvi16g01934	chr16	19792152	19793685
Vitvi16g01124	chr16	19797058	19797476
Vitvi16g01935	chr16	19799250	19799847
Vitvi16g01125	chr16	19801009	19801182
Vitvi16g01936	chr16	19813836	19814738
Vitvi16g01126	chr16	19815551	19824389
Vitvi16g01127	chr16	19826731	19828342
Vitvi16g01128	chr16	19828771	19835431
Vitvi16g01129	chr16	19836196	19839673
Vitvi16g01130	chr16	19839770	19848667
Vitvi16g01131	chr16	19849841	19855355
Vitvi16g01132	chr16	19870509	19871661
Vitvi16g01133	chr16	19890957	19895679
Vitvi16g01134	chr16	19900436	19903844
